player_id,season,total_yards,receiving_air_yards,yards_after_catch,rushing_yards,passing_yards,passing_air_yards,ypg
00-0032135,2021,62.0,54.0,18.0,0.0,0.0,0.0,15.5
00-0027659,2014,212.0,0.0,0.0,9.0,203.0,368.0,53.0
00-0027659,2015,739.0,0.0,0.0,38.0,701.0,1095.0,369.5
00-0031345,2014,162.0,0.0,0.0,16.0,146.0,178.0,32.4
00-0031345,2015,6.0,0.0,0.0,0.0,6.0,13.0,1.5
00-0031345,2016,503.0,-4.0,7.0,13.0,487.0,498.0,83.83
00-0031345,2018,657.0,0.0,0.0,34.0,623.0,792.0,219.0
00-0031345,2019,3823.0,0.0,0.0,78.0,3745.0,3108.0,238.94
00-0031345,2020,1047.0,0.0,0.0,28.0,1019.0,879.0,174.5
00-0031345,2021,3674.0,0.0,0.0,63.0,3611.0,3307.0,244.93
00-0031345,2022,2375.0,0.0,0.0,38.0,2337.0,2124.0,215.91
00-0031345,2023,1153.0,0.0,0.0,47.0,1106.0,1366.0,164.71
00-0027696,2012,982.0,1155.0,306.0,0.0,0.0,0.0,65.47
00-0027696,2013,1215.0,1415.0,397.0,0.0,0.0,0.0,75.94
00-0027696,2014,889.0,1039.0,294.0,0.0,0.0,0.0,59.27
00-0027696,2015,605.0,676.0,220.0,0.0,0.0,0.0,55.0
00-0027696,2016,923.0,884.0,325.0,0.0,0.0,0.0,57.69
00-0027696,2017,522.0,728.0,211.0,0.0,0.0,0.0,32.62
00-0027696,2018,636.0,847.0,261.0,0.0,0.0,0.0,39.75
00-0027696,2019,447.0,533.0,246.0,0.0,0.0,0.0,27.94
00-0027696,2020,456.0,519.0,198.0,0.0,0.0,0.0,28.5
00-0027696,2021,169.0,184.0,55.0,0.0,0.0,0.0,15.36
00-0027696,2023,39.0,42.0,3.0,0.0,0.0,0.0,7.8
00-0029271,2012,20.0,2.0,5.0,13.0,0.0,0.0,6.67
00-0029048,2014,150.0,-3.0,71.0,88.0,0.0,0.0,21.43
00-0029048,2016,7.0,0.0,0.0,7.0,0.0,0.0,7.0
00-0036442,2020,2603.0,0.0,0.0,146.0,2457.0,3429.0,260.3
00-0036442,2021,4369.0,0.0,0.0,126.0,4243.0,4227.0,273.06
00-0036442,2022,4500.0,0.0,0.0,278.0,4222.0,4142.0,281.25
00-0036442,2023,2228.0,0.0,0.0,99.0,2129.0,2347.0,222.8
00-0032630,2017,11.0,0.0,0.0,0.0,11.0,50.0,11.0
00-0026158,2012,3626.0,0.0,0.0,34.0,3592.0,5341.0,226.62
00-0026158,2013,3730.0,0.0,0.0,138.0,3592.0,5754.0,233.12
00-0026158,2014,3904.0,0.0,0.0,85.0,3819.0,4623.0,244.0
00-0026158,2015,2693.0,0.0,0.0,24.0,2669.0,3039.0,269.3
00-0026158,2016,4145.0,0.0,0.0,65.0,4080.0,4967.0,259.06
00-0026158,2017,3006.0,0.0,0.0,68.0,2938.0,3679.0,187.88
00-0026158,2018,2439.0,0.0,0.0,52.0,2387.0,3237.0,271.0
00-0026158,2019,1654.0,0.0,0.0,24.0,1630.0,1777.0,206.75
00-0026158,2020,817.0,0.0,0.0,22.0,795.0,1425.0,163.4
00-0026158,2021,328.0,0.0,0.0,3.0,325.0,336.0,164.0
00-0026158,2022,992.0,0.0,0.0,7.0,985.0,1537.0,198.4
00-0026158,2023,1567.0,0.0,0.0,6.0,1561.0,1910.0,313.4
00-0027712,2012,197.0,5.0,9.0,179.0,0.0,0.0,16.42
00-0027712,2014,67.0,6.0,52.0,3.0,0.0,0.0,67.0
00-0033897,2017,913.0,-31.0,313.0,626.0,0.0,0.0,65.21
00-0033897,2018,1464.0,1.0,333.0,1168.0,0.0,0.0,104.57
00-0033897,2019,1424.0,-2.0,331.0,1137.0,0.0,0.0,89.0
00-0033897,2021,1519.0,-8.0,318.0,1205.0,0.0,0.0,94.94
00-0033897,2022,1255.0,-15.0,468.0,814.0,0.0,0.0,89.64
00-0033897,2023,1412.0,-114.0,463.0,1034.0,0.0,0.0,83.06
00-0036377,2020,29.0,-9.0,0.0,29.0,0.0,0.0,9.67
00-0027796,2014,16.0,54.0,0.0,0.0,0.0,0.0,16.0
00-0027796,2015,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0
00-0027796,2016,3.0,27.0,0.0,0.0,0.0,0.0,1.5
00-0027796,2017,90.0,0.0,0.0,55.0,35.0,112.0,45.0
00-0027796,2018,13.0,17.0,6.0,0.0,0.0,0.0,13.0
00-0023630,2012,356.0,325.0,140.0,0.0,0.0,0.0,22.25
00-0023630,2013,47.0,38.0,27.0,0.0,0.0,0.0,9.4
00-0036628,2021,249.0,149.0,139.0,0.0,0.0,0.0,22.64
00-0036628,2022,108.0,114.0,54.0,0.0,0.0,0.0,12.0
00-0036628,2023,151.0,175.0,65.0,0.0,0.0,0.0,10.79
00-0031051,2014,690.0,1528.0,180.0,-6.0,0.0,0.0,43.12
00-0031051,2015,1025.0,1491.0,315.0,22.0,0.0,0.0,68.33
00-0031051,2016,527.0,1012.0,99.0,10.0,0.0,0.0,37.64
00-0031051,2017,309.0,848.0,59.0,10.0,0.0,0.0,30.9
00-0031051,2018,721.0,1583.0,158.0,4.0,0.0,0.0,45.06
00-0031051,2019,1095.0,1667.0,210.0,7.0,28.0,21.0,73.0
00-0031051,2020,458.0,643.0,177.0,0.0,0.0,0.0,50.89
00-0031051,2022,42.0,86.0,0.0,0.0,0.0,0.0,21.0
00-0026178,2012,43.0,70.0,18.0,0.0,0.0,0.0,4.78
00-0026178,2013,344.0,327.0,153.0,0.0,0.0,0.0,26.46
00-0026178,2014,352.0,386.0,143.0,0.0,0.0,0.0,22.0
00-0037306,2023,12.0,2.0,10.0,0.0,0.0,0.0,12.0
00-0036398,2020,170.0,655.0,57.0,1.0,0.0,0.0,17.0
00-0034808,2018,101.0,-6.0,27.0,74.0,0.0,0.0,33.67
00-0034808,2019,9.0,0.0,0.0,9.0,0.0,0.0,9.0
00-0034808,2021,13.0,0.0,0.0,13.0,0.0,0.0,13.0
00-0037614,2023,162.0,266.0,84.0,4.0,0.0,0.0,11.57
00-0027139,2012,55.0,66.0,6.0,0.0,0.0,0.0,9.17
00-0027139,2016,72.0,73.0,24.0,0.0,0.0,0.0,24.0
00-0027139,2018,38.0,30.0,8.0,0.0,0.0,0.0,19.0
00-0033460,2017,12.0,46.0,0.0,12.0,0.0,0.0,4.0
00-0033460,2018,219.0,807.0,59.0,9.0,0.0,0.0,16.85
00-0033460,2019,510.0,875.0,198.0,4.0,0.0,0.0,63.75
00-0033460,2020,17.0,84.0,3.0,0.0,0.0,0.0,8.5
00-0033460,2021,240.0,314.0,40.0,16.0,0.0,0.0,26.67
00-0027754,2012,1039.0,0.0,0.0,5.0,1034.0,1531.0,148.43
00-0035597,2019,11.0,11.0,0.0,0.0,0.0,0.0,11.0
00-0034899,2020,279.0,0.0,0.0,56.0,223.0,358.0,279.0
00-0034899,2021,-3.0,0.0,0.0,0.0,-3.0,19.0,-1.5
00-0034899,2022,374.0,0.0,0.0,33.0,341.0,504.0,187.0
00-0030078,2013,137.0,26.0,27.0,107.0,0.0,0.0,34.25
00-0032935,2019,26.0,381.0,6.0,9.0,0.0,0.0,3.25
00-0031409,2014,178.0,0.0,0.0,29.0,149.0,245.0,44.5
00-0031409,2015,1594.0,0.0,0.0,235.0,1359.0,1829.0,177.11
00-0033246,2018,5.0,0.0,5.0,0.0,0.0,0.0,5.0
00-0033246,2019,26.0,24.0,10.0,0.0,0.0,0.0,5.2
00-0033246,2020,53.0,8.0,45.0,0.0,0.0,0.0,26.5
00-0033246,2021,9.0,7.0,2.0,0.0,0.0,0.0,9.0
00-0033246,2022,140.0,29.0,117.0,0.0,0.0,0.0,10.77
00-0033246,2023,172.0,114.0,94.0,0.0,0.0,0.0,19.11
00-0027218,2012,899.0,117.0,429.0,414.0,0.0,0.0,56.19
00-0027218,2013,1199.0,18.0,546.0,650.0,0.0,0.0,74.94
00-0027218,2014,1182.0,13.0,337.0,860.0,0.0,0.0,78.8
00-0027218,2015,597.0,11.0,305.0,311.0,0.0,0.0,45.92
00-0027218,2016,4.0,-2.0,0.0,6.0,0.0,0.0,4.0
00-0027964,2012,325.0,731.0,109.0,0.0,0.0,0.0,23.21
00-0027964,2013,28.0,126.0,6.0,0.0,0.0,0.0,7.0
00-0035013,2019,92.0,-1.0,10.0,91.0,0.0,0.0,30.67
00-0029104,2014,419.0,10.0,3.0,412.0,0.0,0.0,52.38
00-0029104,2015,252.0,18.0,59.0,176.0,0.0,0.0,50.4
00-0027786,2012,729.0,49.0,105.0,623.0,0.0,0.0,56.08
00-0027786,2013,261.0,21.0,51.0,197.0,0.0,0.0,18.64
00-0027786,2014,59.0,7.0,9.0,51.0,0.0,0.0,29.5
00-0029510,2013,149.0,18.0,58.0,73.0,0.0,0.0,74.5
00-0029510,2014,239.0,6.0,75.0,153.0,0.0,0.0,26.56
00-0029510,2015,457.0,74.0,131.0,284.0,0.0,3.0,35.15
00-0029510,2016,199.0,22.0,83.0,105.0,0.0,0.0,24.88
00-0039062,2023,418.0,921.0,155.0,0.0,0.0,0.0,27.87
00-0026153,2012,493.0,-33.0,179.0,336.0,0.0,0.0,54.78
00-0026153,2013,224.0,2.0,42.0,180.0,0.0,0.0,37.33
00-0026153,2014,990.0,-57.0,214.0,809.0,0.0,0.0,76.15
00-0026153,2015,1088.0,-14.0,117.0,989.0,0.0,0.0,83.69
00-0026153,2016,884.0,26.0,74.0,824.0,0.0,0.0,68.0
00-0026153,2017,732.0,-17.0,69.0,680.0,0.0,0.0,48.8
00-0026153,2018,17.0,0.0,0.0,17.0,0.0,0.0,5.67
00-0036223,2020,1468.0,-44.0,362.0,1169.0,0.0,0.0,97.87
00-0036223,2021,2171.0,-45.0,406.0,1811.0,0.0,0.0,127.71
00-0036223,2022,1004.0,-73.0,208.0,861.0,0.0,0.0,91.27
00-0036223,2023,894.0,-21.0,174.0,741.0,0.0,0.0,89.4
00-0035924,2020,11.0,-4.0,15.0,0.0,0.0,0.0,11.0
00-0035924,2021,67.0,13.0,26.0,33.0,0.0,0.0,11.17
00-0032975,2016,94.0,1.0,2.0,94.0,0.0,0.0,11.75
00-0032975,2019,294.0,-5.0,64.0,235.0,0.0,0.0,73.5
00-0032975,2020,26.0,-2.0,23.0,5.0,0.0,0.0,26.0
00-0032975,2021,107.0,-14.0,36.0,79.0,0.0,0.0,21.4
00-0032975,2022,192.0,-1.0,38.0,152.0,0.0,0.0,27.43
00-0033858,2017,157.0,200.0,96.0,0.0,0.0,0.0,12.08
00-0033858,2018,258.0,155.0,180.0,0.0,0.0,0.0,23.45
00-0033858,2019,517.0,231.0,273.0,78.0,0.0,0.0,34.47
00-0033858,2020,452.0,360.0,238.0,4.0,0.0,0.0,32.29
00-0033858,2021,334.0,249.0,232.0,40.0,0.0,0.0,22.27
00-0033858,2022,250.0,116.0,200.0,5.0,0.0,0.0,20.83
00-0033858,2023,582.0,458.0,357.0,0.0,0.0,7.0,38.8
00-0038994,2023,913.0,1347.0,262.0,2.0,0.0,0.0,57.06
00-0034364,2018,225.0,172.0,123.0,0.0,0.0,0.0,17.31
00-0034364,2019,418.0,393.0,246.0,0.0,0.0,0.0,26.12
00-0034364,2020,407.0,369.0,172.0,4.0,0.0,0.0,31.31
00-0034364,2021,217.0,207.0,81.0,3.0,0.0,0.0,18.08
00-0034364,2022,497.0,332.0,270.0,0.0,0.0,0.0,33.13
00-0034364,2023,132.0,109.0,58.0,0.0,0.0,0.0,10.15
00-0028040,2012,226.0,286.0,108.0,0.0,0.0,0.0,17.38
00-0028040,2013,917.0,1094.0,238.0,0.0,0.0,0.0,61.13
00-0028040,2014,424.0,482.0,169.0,0.0,0.0,0.0,42.4
00-0028040,2015,386.0,730.0,82.0,0.0,0.0,0.0,24.12
00-0028040,2016,60.0,87.0,28.0,0.0,0.0,0.0,20.0
00-0034532,2018,37.0,46.0,14.0,0.0,0.0,0.0,12.33
00-0032780,2016,1611.0,56.0,284.0,1313.0,0.0,0.0,107.4
00-0032780,2017,1247.0,-26.0,157.0,1122.0,0.0,0.0,77.94
00-0032780,2018,1080.0,21.0,127.0,935.0,0.0,0.0,67.5
00-0032780,2019,594.0,1.0,69.0,525.0,0.0,0.0,66.0
00-0032780,2020,57.0,-4.0,0.0,60.0,0.0,0.0,11.4
00-0032780,2021,425.0,9.0,14.0,406.0,0.0,0.0,60.71
00-0033953,2018,114.0,161.0,49.0,0.0,0.0,0.0,8.77
00-0031801,2017,26.0,25.0,1.0,0.0,0.0,0.0,26.0
00-0036264,2021,423.0,0.0,0.0,35.0,388.0,494.0,70.5
00-0036264,2022,195.0,0.0,0.0,0.0,195.0,151.0,48.75
00-0036264,2023,4180.0,0.0,0.0,259.0,3921.0,4898.0,245.88
00-0037525,2022,258.0,0.0,0.0,258.0,0.0,0.0,32.25
00-0037525,2023,237.0,12.0,23.0,206.0,0.0,0.0,26.33
00-0026739,2012,138.0,171.0,62.0,1.0,0.0,0.0,69.0
00-0026739,2015,207.0,276.0,69.0,0.0,0.0,0.0,20.7
00-0026739,2016,232.0,284.0,69.0,0.0,0.0,0.0,16.57
00-0032974,2016,3.0,37.0,0.0,0.0,0.0,0.0,1.5
00-0030472,2013,517.0,384.0,248.0,18.0,0.0,0.0,57.44
00-0030472,2014,465.0,272.0,284.0,0.0,0.0,0.0,42.27
00-0030472,2015,952.0,752.0,468.0,0.0,0.0,0.0,68.0
00-0030472,2016,686.0,644.0,264.0,0.0,0.0,0.0,57.17
00-0030472,2017,211.0,225.0,72.0,0.0,0.0,0.0,35.17
00-0030472,2018,562.0,575.0,231.0,0.0,0.0,0.0,43.23
00-0030472,2020,231.0,370.0,84.0,0.0,0.0,0.0,23.1
00-0035275,2019,9.0,0.0,0.0,9.0,0.0,0.0,9.0
00-0027687,2012,244.0,373.0,42.0,0.0,0.0,0.0,40.67
00-0031697,2016,209.0,260.0,82.0,0.0,0.0,0.0,19.0
00-0031697,2017,142.0,206.0,45.0,0.0,0.0,0.0,23.67
00-0034420,2018,215.0,162.0,95.0,0.0,0.0,0.0,15.36
00-0034420,2019,8.0,8.0,3.0,0.0,0.0,0.0,8.0
00-0034420,2020,3.0,15.0,0.0,0.0,0.0,0.0,3.0
00-0028121,2012,8.0,-3.0,3.0,8.0,0.0,0.0,8.0
00-0028121,2013,372.0,31.0,96.0,256.0,0.0,0.0,24.8
00-0028121,2014,384.0,74.0,198.0,186.0,0.0,0.0,25.6
00-0028121,2015,22.0,1.0,0.0,22.0,0.0,0.0,7.33
00-0028121,2016,59.0,-2.0,0.0,59.0,0.0,0.0,14.75
00-0034400,2018,421.0,-25.0,105.0,336.0,0.0,0.0,32.38
00-0034400,2019,350.0,15.0,32.0,307.0,0.0,0.0,29.17
00-0034400,2020,415.0,-13.0,143.0,310.0,0.0,0.0,34.58
00-0034400,2022,87.0,-18.0,44.0,58.0,0.0,0.0,21.75
00-0026176,2012,747.0,898.0,251.0,0.0,0.0,0.0,62.25
00-0026176,2013,1314.0,1367.0,408.0,0.0,0.0,0.0,82.12
00-0026176,2014,1519.0,1733.0,501.0,0.0,0.0,0.0,94.94
00-0026176,2016,1257.0,1862.0,361.0,0.0,0.0,0.0,78.56
00-0026176,2017,482.0,964.0,128.0,0.0,0.0,0.0,34.43
00-0030388,2013,225.0,-2.0,61.0,164.0,0.0,0.0,45.0
00-0030388,2014,366.0,3.0,27.0,343.0,0.0,0.0,26.14
00-0030388,2015,401.0,8.0,78.0,315.0,0.0,0.0,66.83
00-0034457,2018,571.0,-9.0,65.0,513.0,0.0,0.0,47.58
00-0034457,2019,12.0,0.0,0.0,12.0,0.0,0.0,6.0
00-0034457,2020,186.0,1.0,24.0,157.0,0.0,0.0,31.0
00-0034857,2018,2470.0,13.0,0.0,637.0,1833.0,3509.0,205.83
00-0034857,2019,3381.0,0.0,0.0,525.0,2856.0,4262.0,211.31
00-0034857,2020,4838.0,-5.0,17.0,441.0,4385.0,4857.0,302.38
00-0034857,2021,5027.0,0.0,0.0,780.0,4245.0,5295.0,295.71
00-0034857,2022,4912.0,0.0,0.0,789.0,4123.0,5229.0,307.0
00-0034857,2023,4691.0,0.0,0.0,533.0,4158.0,5021.0,275.94
00-0029319,2014,0.0,51.0,0.0,0.0,0.0,0.0,0.0
00-0029319,2015,224.0,351.0,68.0,0.0,0.0,0.0,22.4
00-0029319,2016,319.0,614.0,49.0,37.0,0.0,0.0,26.58
00-0029319,2017,382.0,574.0,116.0,6.0,0.0,0.0,42.44
00-0029319,2018,119.0,294.0,46.0,0.0,0.0,0.0,9.15
00-0029319,2019,20.0,23.0,10.0,0.0,0.0,0.0,10.0
00-0030474,2013,121.0,156.0,78.0,0.0,0.0,0.0,20.17
00-0032760,2016,66.0,113.0,15.0,0.0,0.0,0.0,33.0
00-0032760,2017,488.0,1074.0,131.0,-14.0,0.0,0.0,32.53
00-0032760,2018,532.0,1130.0,132.0,0.0,0.0,0.0,35.47
00-0038997,2023,771.0,707.0,371.0,0.0,0.0,0.0,45.35
00-0032377,2016,153.0,-23.0,162.0,20.0,0.0,0.0,19.12
00-0032377,2017,21.0,9.0,24.0,5.0,0.0,0.0,7.0
00-0032377,2019,9.0,0.0,0.0,9.0,0.0,0.0,9.0
00-0026993,2012,4069.0,0.0,0.0,163.0,3906.0,5579.0,254.31
00-0026993,2013,720.0,0.0,0.0,20.0,700.0,1579.0,720.0
00-0026993,2015,170.0,0.0,0.0,28.0,142.0,201.0,170.0
00-0029664,2012,797.0,1259.0,294.0,0.0,0.0,0.0,49.81
00-0029664,2013,1734.0,2177.0,631.0,88.0,0.0,0.0,123.86
00-0029664,2014,303.0,539.0,161.0,0.0,0.0,0.0,60.6
00-0029664,2017,335.0,699.0,123.0,0.0,0.0,0.0,67.0
00-0029664,2018,737.0,1014.0,264.0,0.0,0.0,0.0,67.0
00-0029664,2019,427.0,518.0,149.0,1.0,0.0,33.0,71.17
00-0029664,2021,32.0,153.0,5.0,0.0,0.0,0.0,3.56
00-0029664,2022,0.0,12.0,0.0,0.0,0.0,0.0,0.0
00-0030216,2013,36.0,60.0,33.0,-8.0,0.0,0.0,6.0
00-0030216,2014,176.0,133.0,99.0,0.0,0.0,0.0,14.67
00-0030216,2015,120.0,145.0,76.0,0.0,0.0,0.0,9.23
00-0030216,2016,149.0,123.0,77.0,0.0,0.0,0.0,18.62
00-0030216,2017,117.0,86.0,88.0,-8.0,0.0,0.0,11.7
00-0030216,2018,185.0,73.0,170.0,0.0,0.0,0.0,16.82
00-0030216,2019,226.0,173.0,159.0,0.0,0.0,0.0,17.38
00-0030216,2020,46.0,45.0,37.0,0.0,0.0,0.0,5.75
00-0030990,2014,105.0,182.0,77.0,7.0,0.0,0.0,11.67
00-0030990,2015,312.0,218.0,181.0,0.0,0.0,0.0,24.0
00-0030990,2016,128.0,69.0,114.0,15.0,0.0,29.0,21.33
00-0035700,2020,1303.0,33.0,238.0,1065.0,0.0,0.0,86.87
00-0035700,2021,1220.0,-27.0,395.0,872.0,0.0,0.0,81.33
00-0035700,2022,2053.0,35.0,374.0,1653.0,0.0,0.0,120.76
00-0035700,2023,1097.0,38.0,293.0,805.0,-4.0,0.0,84.38
00-0026300,2012,-8.0,0.0,0.0,0.0,-8.0,0.0,0.0
00-0026300,2013,22.0,0.0,0.0,22.0,0.0,0.0,11.0
00-0026300,2018,649.0,0.0,0.0,122.0,527.0,839.0,162.25
00-0026300,2021,646.0,0.0,0.0,31.0,615.0,620.0,646.0
00-0026300,2022,14.0,0.0,0.0,4.0,10.0,2.0,14.0
00-0033859,2017,65.0,272.0,19.0,2.0,0.0,0.0,7.22
00-0033859,2018,12.0,36.0,0.0,0.0,0.0,0.0,4.0
00-0033859,2020,28.0,17.0,8.0,12.0,0.0,0.0,28.0
00-0021206,2013,1866.0,0.0,0.0,72.0,1794.0,1769.0,233.25
00-0021206,2014,2098.0,0.0,0.0,127.0,1971.0,3268.0,190.73
00-0021206,2015,2075.0,0.0,0.0,99.0,1976.0,2266.0,259.38
00-0021206,2016,997.0,0.0,0.0,21.0,976.0,1649.0,199.4
00-0021206,2017,2800.0,0.0,0.0,138.0,2662.0,3036.0,215.38
00-0021206,2018,536.0,0.0,0.0,32.0,504.0,805.0,134.0
00-0021206,2019,24.0,0.0,0.0,0.0,24.0,22.0,12.0
00-0026314,2012,535.0,581.0,234.0,25.0,0.0,32.0,33.44
00-0026314,2013,227.0,272.0,95.0,13.0,0.0,0.0,17.46
00-0026314,2014,100.0,135.0,50.0,30.0,0.0,0.0,12.5
00-0035249,2019,15.0,44.0,5.0,0.0,0.0,0.0,5.0
00-0035249,2021,66.0,126.0,25.0,0.0,0.0,0.0,6.6
00-0035249,2022,149.0,213.0,74.0,0.0,0.0,0.0,12.42
00-0035249,2023,213.0,72.0,162.0,0.0,0.0,0.0,17.75
00-0036988,2021,359.0,489.0,100.0,6.0,0.0,0.0,23.93
00-0036988,2022,775.0,929.0,252.0,4.0,0.0,0.0,48.44
00-0036988,2023,587.0,693.0,196.0,6.0,0.0,0.0,58.7
00-0033943,2017,104.0,180.0,34.0,0.0,0.0,0.0,13.0
00-0033943,2018,410.0,657.0,129.0,8.0,0.0,0.0,37.27
00-0033943,2019,349.0,459.0,139.0,23.0,0.0,0.0,21.81
00-0033943,2020,623.0,886.0,225.0,5.0,0.0,0.0,38.94
00-0033943,2021,396.0,668.0,119.0,0.0,0.0,0.0,132.0
00-0033943,2022,479.0,704.0,115.0,0.0,0.0,0.0,39.92
00-0033943,2023,608.0,645.0,173.0,0.0,0.0,0.0,38.0
00-0031611,2015,72.0,-4.0,37.0,39.0,0.0,0.0,14.4
00-0034343,2018,2105.0,0.0,0.0,145.0,1960.0,3262.0,150.36
00-0034343,2019,487.0,0.0,0.0,13.0,474.0,899.0,97.4
00-0034343,2021,19.0,0.0,0.0,0.0,19.0,121.0,6.33
00-0038589,2023,94.0,146.0,40.0,0.0,0.0,0.0,13.43
00-0023176,2012,114.0,16.0,50.0,42.0,0.0,0.0,10.36
00-0023176,2013,99.0,4.0,2.0,55.0,38.0,48.0,24.75
00-0023176,2014,8.0,7.0,1.0,0.0,0.0,0.0,8.0
00-0033949,2018,58.0,0.0,0.0,15.0,43.0,59.0,11.6
00-0033949,2020,22.0,0.0,0.0,20.0,2.0,0.0,22.0
00-0033949,2023,2679.0,0.0,0.0,430.0,2249.0,3320.0,535.8
00-0036370,2020,502.0,-25.0,173.0,354.0,0.0,0.0,38.62
00-0036370,2021,140.0,13.0,31.0,102.0,0.0,0.0,17.5
00-0036370,2022,388.0,48.0,88.0,287.0,0.0,0.0,32.33
00-0036370,2023,437.0,15.0,39.0,405.0,0.0,0.0,25.71
00-0032599,2016,42.0,64.0,13.0,0.0,0.0,0.0,14.0
00-0032599,2018,67.0,118.0,16.0,0.0,0.0,0.0,22.33
00-0032599,2019,87.0,124.0,26.0,0.0,0.0,0.0,29.0
00-0036332,2020,12.0,24.0,11.0,0.0,0.0,0.0,12.0
00-0036332,2021,245.0,114.0,204.0,0.0,0.0,0.0,20.42
00-0036332,2022,114.0,49.0,63.0,0.0,0.0,0.0,12.67
00-0036332,2023,65.0,26.0,39.0,0.0,0.0,0.0,16.25
00-0033857,2017,917.0,729.0,430.0,0.0,0.0,0.0,70.54
00-0033857,2018,1398.0,1461.0,605.0,13.0,0.0,0.0,87.38
00-0033857,2019,552.0,683.0,222.0,0.0,0.0,0.0,46.0
00-0033857,2020,833.0,703.0,409.0,0.0,0.0,0.0,52.06
00-0033857,2021,138.0,183.0,68.0,9.0,0.0,0.0,27.6
00-0033857,2022,933.0,750.0,457.0,0.0,0.0,0.0,58.31
00-0033857,2023,260.0,338.0,94.0,0.0,0.0,0.0,23.64
00-0027150,2012,280.0,229.0,141.0,45.0,0.0,0.0,35.0
00-0027150,2013,1071.0,1218.0,497.0,11.0,0.0,0.0,66.94
00-0027150,2014,1066.0,1001.0,431.0,94.0,0.0,0.0,76.14
00-0027150,2015,715.0,674.0,310.0,23.0,0.0,0.0,79.44
00-0027150,2016,1163.0,1421.0,494.0,57.0,0.0,0.0,72.69
00-0027150,2018,1000.0,831.0,348.0,107.0,43.0,-2.0,83.33
00-0027150,2019,1193.0,1451.0,320.0,27.0,47.0,9.0,74.56
00-0027150,2020,375.0,401.0,64.0,22.0,38.0,-2.0,62.5
00-0038720,2023,48.0,29.0,30.0,0.0,0.0,0.0,8.0
00-0027944,2012,1228.0,1574.0,464.0,30.0,0.0,0.0,76.75
00-0027944,2013,587.0,620.0,245.0,7.0,0.0,0.0,117.4
00-0027944,2014,1594.0,2006.0,538.0,1.0,0.0,0.0,106.27
00-0027944,2015,1871.0,2061.0,641.0,0.0,0.0,0.0,116.94
00-0027944,2016,1409.0,1821.0,396.0,0.0,0.0,0.0,100.64
00-0027944,2017,1459.0,2105.0,486.0,15.0,0.0,0.0,91.19
00-0027944,2018,1689.0,2377.0,448.0,12.0,0.0,0.0,105.56
00-0027944,2019,1391.0,1955.0,342.0,-3.0,0.0,0.0,92.73
00-0027944,2020,771.0,764.0,231.0,0.0,0.0,0.0,85.67
00-0027944,2021,434.0,579.0,112.0,0.0,0.0,0.0,43.4
00-0027944,2022,344.0,603.0,114.0,45.0,0.0,0.0,34.4
00-0027944,2023,74.0,131.0,28.0,0.0,0.0,0.0,9.25
00-0037594,2022,53.0,2.0,39.0,12.0,0.0,0.0,17.67
00-0028067,2013,788.0,632.0,408.0,0.0,0.0,0.0,56.29
00-0028067,2014,489.0,420.0,162.0,0.0,0.0,0.0,40.75
00-0028067,2015,455.0,678.0,145.0,0.0,0.0,0.0,37.92
00-0028067,2016,281.0,363.0,95.0,0.0,0.0,0.0,31.22
00-0028067,2017,388.0,480.0,145.0,0.0,0.0,0.0,27.71
00-0034975,2019,295.0,23.0,81.0,225.0,0.0,0.0,19.67
00-0034975,2020,80.0,-7.0,27.0,60.0,0.0,0.0,13.33
00-0034975,2022,320.0,-25.0,83.0,262.0,0.0,0.0,24.62
00-0034975,2023,593.0,23.0,237.0,387.0,0.0,0.0,37.06
00-0029707,2012,890.0,1420.0,284.0,23.0,0.0,0.0,55.62
00-0029707,2013,414.0,402.0,219.0,-1.0,0.0,0.0,103.5
00-0033760,2017,1.0,0.0,0.0,1.0,0.0,0.0,1.0
00-0033760,2018,19.0,0.0,0.0,19.0,0.0,0.0,9.5
00-0036945,2021,2032.0,0.0,0.0,426.0,1606.0,2645.0,169.33
00-0036945,2022,3035.0,0.0,0.0,1150.0,1885.0,2889.0,202.33
00-0036945,2023,2942.0,0.0,0.0,665.0,2277.0,2961.0,226.31
00-0026373,2012,412.0,-12.0,43.0,374.0,0.0,0.0,37.45
00-0026373,2013,113.0,-28.0,108.0,31.0,0.0,0.0,14.12
00-0026373,2014,1531.0,-47.0,326.0,1268.0,0.0,0.0,95.69
00-0026373,2015,794.0,21.0,140.0,641.0,0.0,0.0,79.4
00-0026373,2016,376.0,7.0,100.0,291.0,0.0,0.0,188.0
00-0031570,2015,194.0,330.0,65.0,0.0,0.0,0.0,21.56
00-0031570,2016,203.0,267.0,48.0,0.0,0.0,0.0,18.45
00-0031570,2017,221.0,245.0,76.0,0.0,0.0,0.0,22.1
00-0031570,2018,133.0,132.0,71.0,0.0,0.0,0.0,16.62
00-0031570,2019,195.0,199.0,81.0,0.0,0.0,0.0,17.73
00-0036355,2020,4364.0,0.0,0.0,242.0,4122.0,4368.0,290.93
00-0036355,2021,5127.0,0.0,0.0,315.0,4810.0,5058.0,301.59
00-0036355,2022,4690.0,-15.0,5.0,165.0,4535.0,4504.0,275.88
00-0036355,2023,3157.0,-7.0,17.0,244.0,2903.0,3490.0,242.85
00-0030521,2013,354.0,762.0,91.0,0.0,0.0,0.0,27.23
