player_id,season,total_yards,receiving_air_yards,yards_after_catch,rushing_yards,passing_yards,passing_air_yards,ypg
00-0026983,2016,174.0,388.0,18.0,60.0,0.0,0.0,24.86
00-0026983,2017,79.0,50.0,21.0,32.0,0.0,0.0,15.8
00-0026983,2018,2.0,25.0,10.0,-7.0,0.0,0.0,0.67
00-0035181,2019,1.0,8.0,3.0,0.0,0.0,0.0,1.0
00-0035181,2020,46.0,120.0,18.0,0.0,0.0,0.0,7.67
00-0036297,2020,81.0,-2.0,29.0,54.0,0.0,0.0,20.25
00-0036297,2022,97.0,2.0,31.0,64.0,0.0,0.0,32.33
00-0036297,2023,170.0,-14.0,69.0,121.0,0.0,0.0,34.0
00-0034710,2018,8.0,18.0,2.0,0.0,0.0,0.0,8.0
00-0035148,2019,171.0,-16.0,62.0,128.0,0.0,0.0,17.1
00-0035148,2020,162.0,-29.0,88.0,97.0,0.0,0.0,32.4
00-0029612,2016,7.0,0.0,0.0,7.0,0.0,0.0,3.5
00-0034395,2020,23.0,28.0,0.0,0.0,0.0,0.0,11.5
00-0031381,2014,446.0,675.0,173.0,0.0,0.0,0.0,31.86
00-0031381,2015,495.0,951.0,148.0,0.0,0.0,0.0,38.08
00-0031381,2016,999.0,1438.0,386.0,0.0,0.0,0.0,62.44
00-0031381,2017,885.0,1137.0,338.0,0.0,0.0,0.0,63.21
00-0031381,2018,1388.0,1906.0,475.0,0.0,0.0,0.0,92.53
00-0031381,2019,999.0,1270.0,388.0,0.0,0.0,0.0,83.25
00-0031381,2020,1374.0,1330.0,597.0,0.0,0.0,0.0,98.14
00-0031381,2021,1553.0,1614.0,601.0,0.0,0.0,0.0,97.06
00-0031381,2022,1505.0,2129.0,493.0,-1.0,-10.0,0.0,88.53
00-0031381,2023,1149.0,1896.0,336.0,0.0,0.0,0.0,67.59
00-0037257,2022,214.0,256.0,69.0,0.0,0.0,0.0,16.46
00-0037257,2023,167.0,142.0,73.0,0.0,0.0,0.0,18.56
00-0035040,2019,931.0,14.0,5.0,32.0,880.0,1484.0,186.2
00-0035040,2020,57.0,0.0,0.0,18.0,39.0,82.0,57.0
00-0035040,2021,0.0,0.0,0.0,6.0,-6.0,0.0,0.0
00-0035040,2022,383.0,0.0,0.0,5.0,378.0,481.0,191.5
00-0020608,2012,13.0,0.0,0.0,0.0,13.0,10.0,6.5
00-0032133,2015,144.0,-4.0,3.0,146.0,0.0,0.0,20.57
00-0031076,2016,17.0,0.0,0.0,0.0,17.0,49.0,17.0
00-0031076,2017,265.0,0.0,0.0,8.0,257.0,278.0,132.5
00-0031076,2019,-7.0,0.0,0.0,0.0,-7.0,0.0,0.0
00-0030711,2017,21.0,3.0,0.0,21.0,0.0,0.0,7.0
00-0030711,2018,16.0,0.0,0.0,16.0,0.0,0.0,8.0
00-0032634,2018,61.0,63.0,18.0,0.0,0.0,0.0,20.33
00-0026957,2013,70.0,48.0,31.0,0.0,0.0,0.0,17.5
00-0032187,2015,1038.0,269.0,347.0,581.0,0.0,0.0,64.88
00-0032187,2016,2120.0,529.0,661.0,1239.0,0.0,0.0,132.5
00-0026957,2016,82.0,57.0,54.0,0.0,0.0,0.0,8.2
00-0032187,2017,90.0,34.0,46.0,23.0,0.0,0.0,90.0
00-0032187,2018,1388.0,63.0,385.0,942.0,0.0,0.0,86.75
00-0032187,2019,716.0,181.0,226.0,346.0,0.0,0.0,59.67
00-0032187,2020,1005.0,168.0,235.0,691.0,0.0,0.0,83.75
00-0032187,2021,453.0,87.0,191.0,228.0,0.0,0.0,34.85
00-0032187,2022,71.0,1.0,46.0,24.0,0.0,0.0,17.75
00-0035685,2019,1074.0,94.0,156.0,889.0,0.0,0.0,67.12
00-0035685,2020,1510.0,64.0,396.0,1072.0,0.0,0.0,100.67
00-0035685,2021,1150.0,45.0,273.0,849.0,0.0,9.0,88.46
00-0035685,2022,1117.0,51.0,283.0,801.0,0.0,0.0,69.81
00-0035685,2023,1132.0,-19.0,149.0,1015.0,0.0,0.0,80.86
00-0033589,2018,450.0,839.0,93.0,5.0,0.0,0.0,32.14
00-0033589,2019,326.0,482.0,128.0,25.0,0.0,0.0,25.08
00-0033589,2020,478.0,416.0,169.0,61.0,0.0,0.0,29.88
00-0033589,2021,0.0,28.0,0.0,0.0,0.0,0.0,0.0
00-0032430,2016,4.0,2.0,2.0,0.0,0.0,0.0,4.0
00-0032430,2017,95.0,73.0,57.0,0.0,0.0,0.0,13.57
00-0032430,2018,36.0,12.0,27.0,0.0,0.0,0.0,7.2
00-0027322,2012,31.0,40.0,10.0,0.0,0.0,0.0,31.0
00-0027322,2013,423.0,686.0,108.0,0.0,0.0,0.0,35.25
00-0027322,2014,65.0,187.0,3.0,0.0,0.0,0.0,10.83
00-0033885,2017,387.0,609.0,151.0,1.0,0.0,0.0,24.19
00-0033885,2018,639.0,762.0,306.0,0.0,0.0,0.0,42.6
00-0033885,2019,41.0,64.0,16.0,0.0,0.0,0.0,13.67
00-0033885,2020,213.0,216.0,87.0,0.0,0.0,0.0,19.36
00-0033885,2021,476.0,432.0,247.0,1.0,0.0,0.0,31.73
00-0033885,2022,620.0,535.0,332.0,-8.0,0.0,0.0,44.29
00-0033885,2023,882.0,566.0,599.0,0.0,0.0,0.0,55.12
00-0035359,2022,106.0,133.0,40.0,0.0,0.0,0.0,15.14
00-0024301,2012,86.0,66.0,43.0,0.0,0.0,0.0,12.29
00-0034575,2023,-10.0,0.0,-10.0,0.0,0.0,0.0,-10.0
00-0034427,2018,36.0,0.0,0.0,36.0,0.0,0.0,12.0
00-0029251,2012,392.0,30.0,14.0,358.0,0.0,0.0,28.0
00-0029251,2013,154.0,29.0,11.0,146.0,0.0,0.0,30.8
00-0035101,2021,17.0,14.0,13.0,0.0,0.0,0.0,8.5
00-0039074,2023,95.0,24.0,74.0,0.0,0.0,0.0,23.75
00-0036898,2021,2509.0,0.0,0.0,49.0,2460.0,2869.0,193.0
00-0036898,2022,2993.0,0.0,0.0,117.0,2876.0,3734.0,199.53
00-0036898,2023,169.0,0.0,0.0,9.0,160.0,313.0,42.25
00-0033550,2022,209.0,0.0,0.0,41.0,168.0,204.0,209.0
00-0026000,2012,778.0,1057.0,249.0,0.0,0.0,0.0,59.85
00-0026000,2013,364.0,524.0,149.0,0.0,0.0,0.0,26.0
00-0035689,2019,397.0,455.0,144.0,9.0,0.0,0.0,26.47
00-0035689,2020,288.0,360.0,160.0,0.0,0.0,0.0,26.18
00-0035689,2021,589.0,524.0,277.0,0.0,2.0,0.0,39.27
00-0035689,2022,517.0,507.0,193.0,0.0,0.0,0.0,34.47
00-0035689,2023,186.0,253.0,96.0,0.0,0.0,0.0,18.6
00-0036671,2021,84.0,102.0,39.0,1.0,0.0,0.0,9.33
00-0036671,2022,37.0,38.0,13.0,0.0,0.0,0.0,5.29
00-0033581,2017,49.0,1.0,35.0,13.0,0.0,0.0,16.33
00-0033581,2018,19.0,0.0,0.0,19.0,0.0,0.0,19.0
00-0031060,2015,174.0,29.0,149.0,34.0,0.0,0.0,17.4
00-0031060,2016,64.0,32.0,24.0,29.0,0.0,0.0,9.14
00-0031060,2017,147.0,121.0,73.0,4.0,0.0,0.0,16.33
00-0031060,2018,35.0,68.0,30.0,6.0,0.0,0.0,11.67
00-0031060,2019,11.0,-1.0,3.0,5.0,0.0,0.0,11.0
00-0034201,2018,21.0,3.0,14.0,4.0,0.0,0.0,10.5
00-0034201,2019,6.0,0.0,0.0,6.0,0.0,0.0,6.0
00-0033413,2017,27.0,8.0,19.0,0.0,0.0,0.0,27.0
00-0031763,2018,223.0,86.0,150.0,7.0,0.0,0.0,37.17
00-0031763,2019,162.0,151.0,57.0,0.0,0.0,0.0,32.4
00-0031763,2020,8.0,16.0,4.0,0.0,0.0,0.0,8.0
00-0031763,2021,385.0,485.0,78.0,89.0,0.0,0.0,25.67
00-0031763,2022,523.0,576.0,206.0,-15.0,0.0,0.0,32.69
00-0031763,2023,57.0,4.0,50.0,18.0,0.0,0.0,7.12
00-0030564,2013,802.0,1221.0,181.0,0.0,0.0,0.0,50.12
00-0030564,2014,1210.0,1642.0,373.0,0.0,0.0,0.0,75.62
00-0030564,2015,1523.0,2714.0,225.0,0.0,0.0,0.0,95.19
00-0030564,2016,943.0,1752.0,279.0,0.0,0.0,0.0,58.94
00-0030564,2017,1378.0,2233.0,359.0,0.0,0.0,0.0,91.87
00-0030564,2018,1565.0,1869.0,387.0,-7.0,0.0,17.0,97.81
00-0030564,2019,1191.0,1517.0,387.0,18.0,6.0,9.0,79.4
00-0030564,2020,1408.0,1432.0,519.0,1.0,0.0,0.0,88.0
00-0030564,2021,572.0,788.0,140.0,0.0,0.0,0.0,57.2
00-0030564,2022,717.0,976.0,165.0,0.0,0.0,0.0,79.67
00-0030564,2023,1066.0,1934.0,223.0,9.0,0.0,-1.0,62.71
00-0032940,2020,121.0,26.0,23.0,91.0,0.0,0.0,40.33
00-0031511,2015,18.0,14.0,4.0,0.0,0.0,0.0,18.0
00-0031511,2017,24.0,106.0,1.0,0.0,0.0,0.0,12.0
00-0031511,2019,51.0,133.0,28.0,0.0,0.0,0.0,17.0
00-0024242,2012,910.0,-38.0,213.0,723.0,0.0,0.0,56.88
00-0024242,2013,1176.0,-52.0,373.0,843.0,0.0,0.0,78.4
00-0024242,2014,263.0,-18.0,57.0,219.0,0.0,0.0,43.83
00-0024242,2015,1276.0,17.0,368.0,907.0,0.0,0.0,79.75
00-0024242,2016,461.0,-20.0,132.0,343.0,0.0,0.0,57.62
00-0028009,2012,914.0,7.0,240.0,663.0,0.0,0.0,91.4
00-0028009,2013,1471.0,16.0,380.0,1121.0,0.0,0.0,105.07
00-0028009,2014,2261.0,-80.0,497.0,1845.0,0.0,0.0,141.31
00-0028009,2015,1024.0,-46.0,383.0,702.0,0.0,0.0,68.27
00-0028009,2016,1674.0,59.0,320.0,1287.0,10.0,28.0,104.62
00-0028009,2017,925.0,11.0,244.0,659.0,0.0,0.0,61.67
00-0026189,2012,693.0,1323.0,228.0,-7.0,0.0,0.0,63.0
00-0026189,2013,1334.0,1660.0,487.0,2.0,0.0,0.0,83.38
00-0026189,2014,1176.0,1380.0,470.0,7.0,0.0,0.0,78.4
00-0026189,2015,528.0,770.0,158.0,0.0,0.0,0.0,58.67
00-0026189,2016,1005.0,1489.0,281.0,0.0,0.0,0.0,67.0
00-0026189,2017,706.0,1444.0,191.0,38.0,0.0,0.0,50.43
00-0026189,2018,803.0,1421.0,181.0,29.0,0.0,0.0,66.92
00-0026189,2019,159.0,147.0,15.0,0.0,0.0,0.0,79.5
00-0026189,2020,248.0,432.0,65.0,12.0,0.0,0.0,49.6
00-0026189,2021,458.0,647.0,175.0,4.0,0.0,0.0,76.33
00-0026189,2022,153.0,302.0,23.0,0.0,0.0,0.0,21.86
00-0033899,2017,3089.0,0.0,0.0,421.0,2668.0,4272.0,205.93
00-0033899,2018,189.0,0.0,0.0,40.0,149.0,429.0,63.0
00-0031547,2015,494.0,697.0,98.0,0.0,0.0,0.0,61.75
00-0031547,2016,744.0,1043.0,236.0,0.0,0.0,0.0,49.6
00-0031547,2017,670.0,1206.0,207.0,0.0,0.0,0.0,51.54
00-0031547,2018,306.0,608.0,91.0,0.0,0.0,0.0,27.82
00-0031547,2019,1202.0,1798.0,263.0,0.0,0.0,0.0,75.12
00-0031547,2020,793.0,1010.0,173.0,0.0,0.0,0.0,56.64
00-0031547,2021,515.0,856.0,104.0,0.0,0.0,0.0,57.22
00-0031547,2022,539.0,745.0,105.0,0.0,0.0,0.0,44.92
00-0031547,2023,394.0,640.0,126.0,0.0,0.0,0.0,30.31
00-0029673,2012,84.0,160.0,29.0,-3.0,0.0,0.0,14.0
00-0029673,2013,155.0,218.0,74.0,0.0,0.0,0.0,17.22
00-0029673,2014,30.0,27.0,3.0,0.0,0.0,0.0,30.0
00-0036912,2021,918.0,1476.0,208.0,0.0,0.0,0.0,54.0
00-0036912,2022,1210.0,1315.0,490.0,0.0,0.0,0.0,71.18
00-0036912,2023,1066.0,1350.0,294.0,0.0,0.0,0.0,66.62
00-0033839,2017,339.0,609.0,99.0,0.0,0.0,0.0,48.43
00-0033839,2018,813.0,852.0,360.0,98.0,0.0,12.0,50.81
00-0033839,2019,692.0,670.0,311.0,27.0,0.0,0.0,46.13
00-0033839,2020,4.0,4.0,0.0,0.0,0.0,0.0,4.0
00-0033839,2021,68.0,110.0,17.0,0.0,0.0,0.0,8.5
00-0036425,2020,219.0,2.0,110.0,108.0,0.0,0.0,27.38
00-0036425,2021,271.0,39.0,110.0,138.0,0.0,0.0,24.64
00-0036425,2022,312.0,10.0,126.0,186.0,0.0,8.0,31.2
00-0036425,2023,62.0,-15.0,31.0,36.0,0.0,0.0,6.2
00-0035719,2019,963.0,598.0,473.0,159.0,0.0,0.0,64.2
00-0035719,2020,417.0,110.0,398.0,26.0,0.0,0.0,59.57
00-0035719,2021,1786.0,1029.0,772.0,365.0,24.0,39.0,111.62
00-0035719,2022,864.0,396.0,493.0,232.0,0.0,0.0,66.46
00-0035719,2023,1117.0,586.0,527.0,225.0,0.0,11.0,74.47
00-0021192,2012,145.0,281.0,44.0,0.0,0.0,0.0,16.11
00-0027779,2013,50.0,27.0,3.0,51.0,0.0,0.0,25.0
00-0024389,2012,344.0,474.0,55.0,0.0,0.0,0.0,22.93
00-0024389,2013,571.0,702.0,173.0,0.0,0.0,0.0,38.07
00-0024389,2014,857.0,946.0,375.0,0.0,0.0,0.0,57.13
00-0024389,2015,1126.0,1164.0,384.0,36.0,0.0,0.0,75.07
00-0024389,2016,811.0,966.0,271.0,11.0,0.0,0.0,54.07
00-0024389,2017,805.0,1011.0,248.0,-2.0,0.0,0.0,50.31
00-0024389,2018,52.0,46.0,20.0,0.0,0.0,0.0,52.0
00-0024389,2019,215.0,234.0,66.0,0.0,0.0,0.0,35.83
00-0028057,2012,135.0,5.0,11.0,122.0,0.0,0.0,19.29
00-0032365,2016,41.0,132.0,28.0,-12.0,0.0,0.0,20.5
00-0032775,2017,212.0,407.0,47.0,0.0,0.0,0.0,21.2
00-0032775,2018,288.0,386.0,116.0,0.0,0.0,0.0,20.57
00-0032775,2019,449.0,732.0,103.0,0.0,0.0,0.0,29.93
00-0032775,2020,466.0,525.0,173.0,0.0,0.0,0.0,31.07
00-0032775,2021,264.0,427.0,62.0,0.0,0.0,0.0,18.86
00-0032775,2022,458.0,676.0,150.0,0.0,0.0,0.0,28.62
00-0032775,2023,394.0,478.0,89.0,23.0,0.0,0.0,49.25
00-0038621,2023,602.0,648.0,336.0,41.0,0.0,0.0,43.0
00-0027874,2012,1430.0,1571.0,537.0,0.0,0.0,0.0,89.38
00-0027874,2013,1430.0,1399.0,697.0,0.0,0.0,0.0,89.38
00-0027874,2014,1621.0,1820.0,642.0,0.0,0.0,0.0,101.31
00-0027874,2015,1304.0,1852.0,479.0,0.0,0.0,0.0,81.5
00-0027874,2016,1085.0,1481.0,322.0,0.0,0.0,0.0,67.81
00-0027874,2017,949.0,1462.0,299.0,0.0,0.0,0.0,59.31
00-0027874,2018,677.0,907.0,277.0,0.0,0.0,0.0,84.62
00-0027874,2019,433.0,590.0,170.0,0.0,0.0,0.0,39.36
00-0036654,2021,205.0,9.0,201.0,24.0,0.0,0.0,18.64
00-0036654,2022,4.0,16.0,11.0,-4.0,0.0,0.0,1.0
00-0030155,2014,20.0,27.0,4.0,0.0,0.0,0.0,4.0
00-0030155,2015,74.0,81.0,22.0,0.0,0.0,0.0,12.33
00-0030155,2016,125.0,199.0,41.0,0.0,0.0,0.0,9.62
00-0030155,2017,224.0,261.0,129.0,0.0,0.0,0.0,17.23
00-0030155,2018,164.0,193.0,75.0,0.0,0.0,0.0,16.4
00-0030155,2019,149.0,170.0,68.0,0.0,0.0,0.0,12.42
00-0030155,2020,45.0,92.0,25.0,0.0,0.0,0.0,6.43
00-0030155,2021,10.0,22.0,13.0,0.0,0.0,0.0,3.33
00-0030547,2014,706.0,-82.0,201.0,582.0,0.0,1.0,54.31
00-0030547,2015,430.0,3.0,158.0,266.0,0.0,0.0,35.83
00-0030547,2016,166.0,5.0,28.0,144.0,0.0,0.0,27.67
00-0037570,2022,16.0,79.0,6.0,0.0,0.0,0.0,8.0
00-0027714,2012,669.0,832.0,253.0,0.0,0.0,0.0,41.81
00-0027714,2013,169.0,243.0,46.0,0.0,0.0,0.0,42.25
00-0027714,2014,125.0,107.0,55.0,0.0,0.0,0.0,41.67
00-0027714,2016,729.0,745.0,295.0,0.0,0.0,0.0,45.56
00-0036255,2020,359.0,675.0,106.0,0.0,0.0,0.0,39.89
00-0036255,2021,133.0,268.0,49.0,0.0,0.0,0.0,13.3
00-0036255,2022,186.0,313.0,75.0,0.0,0.0,0.0,23.25
00-0034406,2019,124.0,227.0,22.0,0.0,0.0,0.0,20.67
00-0036493,2021,31.0,0.0,0.0,31.0,0.0,0.0,10.33
00-0036493,2022,446.0,-17.0,228.0,236.0,0.0,0.0,37.17
00-0036493,2023,30.0,-6.0,20.0,16.0,0.0,0.0,30.0
00-0034319,2019,50.0,38.0,32.0,0.0,0.0,0.0,16.67
00-0034319,2020,36.0,57.0,30.0,0.0,0.0,0.0,6.0
00-0034653,2018,143.0,162.0,25.0,0.0,0.0,0.0,28.6
00-0034653,2019,48.0,88.0,6.0,0.0,0.0,0.0,48.0
00-0035215,2019,55.0,-13.0,37.0,31.0,0.0,0.0,7.86
00-0035215,2020,237.0,101.0,127.0,51.0,0.0,0.0,26.33
00-0035215,2021,611.0,585.0,246.0,41.0,0.0,0.0,47.0
00-0035215,2022,13.0,5.0,8.0,0.0,0.0,0.0,6.5
00-0035215,2023,150.0,227.0,79.0,0.0,0.0,0.0,13.64
00-0029388,2012,51.0,45.0,23.0,0.0,0.0,0.0,25.5
00-0029388,2013,96.0,226.0,17.0,0.0,0.0,0.0,19.2
00-0029388,2015,81.0,103.0,3.0,0.0,0.0,0.0,40.5
00-0029388,2016,249.0,469.0,43.0,0.0,0.0,0.0,27.67
00-0029388,2017,550.0,1006.0,101.0,-5.0,0.0,0.0,50.0
00-0029388,2018,161.0,377.0,38.0,0.0,0.0,0.0,23.0
00-0023645,2012,58.0,0.0,0.0,0.0,58.0,27.0,29.0
00-0023645,2013,2.0,0.0,0.0,2.0,0.0,0.0,0.67
00-0023645,2014,709.0,0.0,0.0,25.0,684.0,900.0,141.8
00-0023645,2015,38.0,0.0,0.0,2.0,36.0,66.0,12.67
00-0023645,2016,459.0,0.0,0.0,4.0,455.0,458.0,114.75
00-0023645,2017,17.0,0.0,0.0,0.0,17.0,92.0,5.67
00-0023645,2018,432.0,0.0,0.0,0.0,432.0,618.0,216.0
00-0031280,2020,4105.0,0.0,0.0,150.0,3955.0,4183.0,256.56
00-0031280,2021,4681.0,0.0,0.0,118.0,4563.0,5084.0,275.35
00-0031280,2022,3437.0,0.0,0.0,106.0,3331.0,4602.0,229.13
00-0031280,2023,3725.0,0.0,0.0,61.0,3664.0,4280.0,219.12
00-0029119,2014,107.0,159.0,37.0,2.0,0.0,0.0,17.83
00-0029119,2015,141.0,136.0,77.0,0.0,0.0,0.0,12.82
00-0029119,2016,10.0,8.0,2.0,0.0,0.0,0.0,5.0
00-0029119,2017,71.0,31.0,50.0,0.0,0.0,0.0,8.88
00-0029119,2020,14.0,-4.0,18.0,0.0,0.0,0.0,14.0
00-0029119,2021,13.0,7.0,6.0,0.0,0.0,0.0,13.0
00-0038573,2023,167.0,-38.0,115.0,101.0,0.0,0.0,11.93
00-0035715,2021,361.0,11.0,90.0,256.0,0.0,0.0,45.12
00-0035715,2023,26.0,0.0,0.0,26.0,0.0,0.0,13.0
00-0032764,2016,627.0,20.0,124.0,490.0,0.0,0.0,44.79
00-0032764,2017,880.0,28.0,125.0,744.0,0.0,0.0,55.0
00-0032764,2018,1172.0,-13.0,115.0,1059.0,14.0,12.0,73.25
00-0032764,2019,1746.0,-45.0,236.0,1540.0,0.0,0.0,116.4
00-0032764,2020,2143.0,-29.0,127.0,2029.0,0.0,0.0,133.94
00-0032764,2021,1098.0,-3.0,160.0,939.0,5.0,5.0,137.25
00-0032764,2022,1940.0,-7.0,397.0,1538.0,4.0,-1.0,121.25
00-0032764,2023,1395.0,-100.0,275.0,1167.0,14.0,27.0,82.06
00-0034258,2018,61.0,57.0,32.0,0.0,0.0,0.0,61.0
00-0034358,2019,324.0,-3.0,86.0,245.0,0.0,0.0,64.8
00-0033537,2017,1855.0,0.0,0.0,272.0,1583.0,2242.0,265.0
00-0033537,2018,4341.0,0.0,0.0,560.0,3781.0,4319.0,271.31
00-0033537,2019,4027.0,0.0,6.0,424.0,3597.0,4420.0,268.47
00-0033537,2020,4986.0,0.0,0.0,454.0,4532.0,4842.0,311.62
00-0033537,2022,1176.0,0.0,0.0,180.0,996.0,1215.0,196.0
00-0033537,2023,1179.0,0.0,0.0,149.0,1030.0,1593.0,196.5
00-0038122,2022,740.0,0.0,0.0,65.0,675.0,940.0,185.0
00-0038122,2023,2838.0,-6.0,0.0,201.0,2643.0,3183.0,189.2
00-0034565,2018,68.0,0.0,19.0,49.0,0.0,0.0,22.67
00-0038622,2023,80.0,-6.0,46.0,40.0,0.0,0.0,13.33
00-0033304,2017,1.0,-5.0,5.0,1.0,0.0,0.0,0.5
00-0037487,2023,139.0,163.0,74.0,56.0,0.0,0.0,11.58
00-0022929,2012,329.0,747.0,79.0,13.0,0.0,0.0,21.93
00-0024447,2012,182.0,324.0,38.0,0.0,0.0,0.0,16.55
00-0036194,2020,39.0,67.0,6.0,0.0,0.0,0.0,9.75
00-0036194,2022,5.0,59.0,0.0,0.0,0.0,0.0,1.67
00-0036331,2020,271.0,161.0,118.0,70.0,0.0,0.0,19.36
00-0036331,2021,322.0,284.0,141.0,50.0,0.0,0.0,21.47
00-0036331,2022,491.0,437.0,159.0,84.0,0.0,0.0,35.07
00-0036331,2023,33.0,81.0,17.0,15.0,0.0,0.0,5.5
00-0024272,2012,248.0,394.0,103.0,6.0,0.0,0.0,19.08
00-0024272,2014,540.0,478.0,257.0,36.0,0.0,0.0,36.0
00-0035250,2019,969.0,61.0,193.0,775.0,0.0,0.0,80.75
00-0035250,2020,956.0,51.0,269.0,687.0,0.0,0.0,59.75
00-0035250,2021,1098.0,4.0,242.0,870.0,0.0,0.0,64.59
00-0035250,2022,1099.0,8.0,261.0,819.0,0.0,0.0,68.69
00-0035250,2023,1107.0,5.0,223.0,908.0,6.0,6.0,65.12
00-0031934,2015,115.0,574.0,18.0,0.0,0.0,0.0,16.43
00-0031934,2016,20.0,49.0,6.0,0.0,0.0,0.0,20.0
00-0031934,2019,113.0,179.0,32.0,0.0,0.0,0.0,37.67
00-0031310,2014,18.0,124.0,5.0,0.0,0.0,0.0,4.5
00-0031310,2015,114.0,197.0,13.0,0.0,0.0,0.0,11.4
00-0031310,2016,20.0,67.0,2.0,0.0,0.0,0.0,10.0
00-0035184,2019,50.0,6.0,20.0,27.0,0.0,0.0,50.0
00-0035184,2020,43.0,3.0,39.0,1.0,0.0,0.0,10.75
00-0035577,2019,1039.0,0.0,0.0,78.0,961.0,1175.0,129.88
00-0039040,2023,991.0,26.0,262.0,800.0,-6.0,0.0,90.09
00-0031285,2014,473.0,76.0,170.0,248.0,0.0,0.0,29.56
00-0031285,2015,1634.0,293.0,437.0,1056.0,0.0,0.0,108.93
00-0031285,2016,1541.0,74.0,416.0,1079.0,0.0,0.0,96.31
00-0031285,2017,1182.0,91.0,244.0,865.0,0.0,0.0,84.43
00-0031285,2018,91.0,1.0,20.0,68.0,0.0,0.0,45.5
00-0031285,2019,1066.0,79.0,344.0,656.0,0.0,0.0,76.14
00-0031285,2020,230.0,-14.0,70.0,172.0,0.0,0.0,46.0
00-0031285,2021,766.0,36.0,183.0,576.0,0.0,0.0,47.88
00-0032972,2016,877.0,62.0,253.0,612.0,0.0,0.0,54.81
00-0032972,2017,574.0,76.0,231.0,299.0,0.0,0.0,44.15
00-0032972,2018,449.0,77.0,242.0,183.0,0.0,0.0,28.06
00-0032972,2019,66.0,36.0,44.0,9.0,0.0,0.0,11.0
00-0032972,2020,507.0,7.0,81.0,423.0,0.0,0.0,33.8
00-0032972,2021,861.0,-12.0,297.0,593.0,0.0,0.0,53.81
00-0027651,2014,371.0,137.0,138.0,131.0,0.0,0.0,28.54
00-0027651,2015,507.0,124.0,195.0,247.0,0.0,0.0,46.09
00-0034995,2019,11.0,0.0,0.0,11.0,0.0,0.0,5.5
00-0034995,2020,8.0,0.0,0.0,8.0,0.0,0.0,8.0
00-0027902,2012,1368.0,1651.0,455.0,-5.0,0.0,0.0,85.5
00-0027902,2013,1234.0,1849.0,524.0,1.0,0.0,0.0,77.12
00-0027902,2014,1320.0,1699.0,407.0,0.0,0.0,0.0,82.5
00-0027902,2015,401.0,945.0,131.0,0.0,0.0,0.0,44.56
00-0027902,2016,806.0,1386.0,140.0,0.0,10.0,10.0,62.0
00-0027902,2017,834.0,1534.0,266.0,-4.0,0.0,0.0,52.12
00-0027902,2020,47.0,52.0,34.0,0.0,0.0,0.0,11.75
00-0036627,2021,49.0,109.0,3.0,0.0,0.0,0.0,16.33
00-0027789,2012,23.0,48.0,12.0,1.0,0.0,0.0,5.75
00-0036228,2021,21.0,36.0,3.0,0.0,0.0,0.0,5.25
00-0036228,2022,24.0,73.0,7.0,0.0,0.0,0.0,24.0
00-0028087,2012,93.0,-5.0,29.0,69.0,0.0,0.0,15.5
00-0028087,2015,622.0,116.0,340.0,234.0,0.0,0.0,88.86
00-0028087,2016,377.0,87.0,83.0,283.0,0.0,0.0,53.86
00-0028087,2017,1110.0,0.0,224.0,896.0,0.0,0.0,69.38
00-0028087,2018,917.0,-71.0,477.0,517.0,0.0,0.0,57.31
00-0028087,2019,373.0,-23.0,193.0,209.0,0.0,0.0,24.87
00-0028087,2020,242.0,69.0,80.0,115.0,0.0,0.0,15.12
00-0030422,2013,32.0,51.0,4.0,0.0,0.0,0.0,4.57
00-0030422,2014,284.0,296.0,111.0,0.0,0.0,0.0,20.29
00-0030422,2015,127.0,157.0,81.0,0.0,0.0,0.0,10.58
00-0030422,2016,256.0,219.0,130.0,0.0,0.0,0.0,19.69
00-0030422,2017,180.0,257.0,67.0,0.0,0.0,0.0,15.0
00-0030422,2018,9.0,36.0,9.0,0.0,0.0,0.0,4.5
00-0035216,2019,725.0,843.0,305.0,41.0,0.0,0.0,45.31
00-0035216,2020,938.0,1140.0,394.0,15.0,0.0,0.0,62.53
00-0035216,2021,1216.0,1440.0,527.0,53.0,0.0,0.0,76.0
00-0035216,2022,901.0,1499.0,236.0,25.0,0.0,0.0,53.0
00-0035216,2023,710.0,1106.0,254.0,0.0,0.0,0.0,54.62
00-0031319,2019,37.0,49.0,33.0,6.0,0.0,0.0,5.29
00-0031319,2020,45.0,33.0,12.0,19.0,0.0,0.0,11.25
00-0031319,2021,-3.0,9.0,0.0,0.0,0.0,0.0,-0.75
00-0024345,2012,567.0,754.0,135.0,0.0,0.0,0.0,43.62
00-0024345,2013,55.0,70.0,9.0,0.0,0.0,0.0,11.0
00-0036456,2020,26.0,16.0,10.0,0.0,0.0,0.0,13.0
00-0036456,2021,34.0,10.0,31.0,0.0,0.0,0.0,8.5
00-0032636,2016,32.0,10.0,0.0,32.0,0.0,0.0,10.67
00-0027003,2012,512.0,-11.0,99.0,419.0,0.0,0.0,51.2
00-0027003,2013,751.0,-38.0,236.0,537.0,0.0,0.0,50.07
00-0004541,2012,77.0,121.0,12.0,0.0,0.0,0.0,8.56
00-0027518,2012,443.0,627.0,179.0,0.0,0.0,0.0,36.92
00-0035329,2020,159.0,175.0,56.0,0.0,0.0,0.0,15.9
00-0035329,2021,192.0,121.0,138.0,0.0,0.0,0.0,16.0
