player_id,season,team,position
00-0033338,2017,CIN,TE
00-0033338,2019,CIN,TE
00-0033338,2020,CIN,TE
00-0033338,2021,MIA,TE
00-0034309,2018,MIN,WR
00-0034309,2019,MIN,WR
00-0034309,2020,MIN,WR
00-0033840,2017,NYJ,WR
00-0033840,2020,HOU,WR
00-0026197,2012,JAX,QB
00-0026197,2013,JAX,QB
00-0026197,2014,JAX,QB
00-0026197,2017,JAX,QB
00-0026197,2018,KC,QB
00-0026197,2020,KC,QB
00-0026197,2021,KC,QB
00-0026197,2022,KC,QB
00-0033933,2017,ARI,WR
00-0033933,2018,ARI,WR
00-0033933,2019,IND,WR
00-0030668,2014,KC,RB
00-0030668,2015,KC,RB
00-0030668,2016,KC,RB
00-0030668,2017,KC,RB
00-0030668,2018,KC,RB
00-0028112,2012,MIA,TE
00-0028112,2013,MIA,TE
00-0028112,2014,MIA,TE
00-0028112,2015,BUF,TE
00-0028112,2016,BUF,TE
00-0028112,2017,BUF,TE
00-0028112,2018,BUF,TE
00-0028112,2019,ARI,TE
00-0030113,2014,MIN,WR
00-0030113,2015,MIN,WR
00-0030113,2016,MIN,WR
00-0035553,2019,JAX,TE
00-0031390,2014,TB,RB
00-0031390,2015,TB,RB
00-0031390,2016,TB,RB
00-0031390,2017,TB,RB
00-0000865,2012,PIT,QB
00-0038576,2023,CIN,WR
00-0038046,2022,BAL,TE
00-0038046,2023,BAL,TE
00-0024296,2014,TEN,QB
00-0024296,2016,CLE,QB
00-0036429,2020,SF,TE
00-0036429,2021,SF,TE
00-0036429,2022,SF,TE
00-0036429,2023,SF,TE
00-0032959,2016,NYJ,WR
00-0032959,2017,NYJ,WR
00-0032959,2018,NYJ,WR
00-0038597,2023,CIN,RB
00-0036326,2020,PIT,WR
00-0036326,2021,PIT,WR
00-0036326,2022,CHI,WR
00-0036326,2023,MIA,WR
00-0026544,2012,NO,QB
00-0026544,2013,KC,QB
00-0026544,2014,KC,QB
00-0026544,2015,KC,QB
00-0026544,2016,PHI,QB
00-0026544,2018,CHI,QB
00-0026544,2019,CHI,QB
00-0026544,2020,DET,QB
00-0026544,2022,LAC,QB
00-0034681,2018,ARI,RB
00-0034681,2019,ARI,RB
00-0034681,2020,ARI,RB
00-0034681,2021,ARI,RB
00-0034681,2022,MIA,RB
00-0034681,2023,TB,RB
00-0026366,2012,NYJ,WR
00-0032355,2016,IND,WR
00-0032355,2017,IND,WR
00-0032355,2018,IND,WR
00-0032355,2019,IND,WR
00-0032355,2021,TEN,WR
00-0037809,2022,TEN,TE
00-0037809,2023,TEN,TE
00-0033594,2017,SEA,RB
00-0033594,2018,SEA,RB
00-0033594,2019,SEA,RB
00-0033594,2020,SEA,RB
00-0033594,2021,SEA,RB
00-0032128,2015,KC,WR
00-0032128,2016,KC,WR
00-0032128,2017,KC,WR
00-0032128,2018,KC,WR
00-0032128,2019,JAX,WR
00-0032128,2020,JAX,WR
00-0032128,2021,HOU,WR
00-0032128,2022,TEN,WR
00-0032128,2023,SF,WR
00-0022738,2012,WAS,TE
00-0036857,2021,CIN,RB
00-0036857,2022,CIN,RB
00-0036857,2023,CIN,RB
00-0029614,2015,BAL,WR
00-0033921,2017,TB,WR
00-0033921,2018,TB,WR
00-0033921,2019,TB,WR
00-0033921,2020,TB,WR
00-0033921,2021,TB,WR
00-0033921,2022,TB,WR
00-0033921,2023,TB,WR
00-0030049,2013,BUF,TE
00-0030049,2014,BUF,TE
00-0030049,2015,BUF,TE
00-0031854,2015,NE,WR
00-0031854,2016,SF,WR
00-0028237,2013,BUF,WR
00-0028237,2014,BUF,WR
00-0028237,2015,BUF,WR
00-0028237,2016,NE,WR
00-0028237,2017,NE,WR
00-0028237,2018,NE,WR
00-0028237,2019,CAR,WR
00-0028237,2020,NYJ,WR
00-0028237,2021,NO,WR
00-0027531,2012,NO,RB
00-0027531,2013,NYJ,RB
00-0027531,2014,NYJ,RB
00-0027531,2015,NYJ,RB
00-0027531,2016,JAX,RB
00-0027531,2017,JAX,RB
00-0027531,2018,BUF,RB
00-0026164,2012,TEN,RB
00-0026164,2013,TEN,RB
00-0026164,2014,NYJ,RB
00-0026164,2015,ARI,RB
00-0026164,2016,ARI,RB
00-0026164,2017,ARI,RB
00-0034593,2018,DET,WR
00-0034593,2019,DET,WR
00-0031484,2016,CAR,TE
00-0031484,2017,CAR,TE
00-0031484,2018,CAR,TE
00-0031484,2019,CAR,TE
00-0031484,2020,CAR,TE
00-0031484,2021,JAX,TE
00-0031484,2022,JAX,TE
00-0031484,2023,DEN,TE
00-0032398,2016,BAL,WR
00-0032398,2017,BAL,WR
00-0032398,2018,BAL,WR
00-0032398,2019,BAL,WR
00-0032398,2021,HOU,WR
00-0032398,2022,HOU,WR
00-0032398,2023,TEN,WR
00-0035345,2021,NYG,TE
00-0035345,2022,NYG,TE
00-0037239,2022,NO,WR
00-0037239,2023,NO,WR
00-0029438,2013,PHI,RB
00-0029438,2014,PHI,RB
00-0029438,2015,HOU,RB
00-0029140,2012,PIT,RB
00-0029140,2013,IND,RB
00-0038611,2023,WAS,RB
00-0035752,2020,ARI,QB
00-0035752,2021,ARI,QB
00-0035752,2022,NYJ,QB
00-0030404,2014,WAS,RB
00-0030404,2015,WAS,RB
00-0030404,2016,WAS,RB
00-0030404,2017,WAS,RB
00-0033855,2017,HOU,WR
00-0030404,2018,WAS,RB
00-0030404,2019,WAS,RB
00-0030404,2020,JAX,RB
00-0034132,2019,ATL,WR
00-0034132,2020,ATL,WR
00-0034132,2021,ATL,WR
00-0034775,2018,ARI,WR
00-0034775,2019,ARI,WR
00-0034775,2020,ARI,WR
00-0034775,2021,ARI,WR
00-0034775,2022,JAX,WR
00-0034775,2023,JAX,WR
00-0033280,2017,CAR,RB
00-0033280,2018,CAR,RB
00-0033280,2019,CAR,RB
00-0033280,2020,CAR,RB
00-0033280,2021,CAR,RB
00-0033280,2022,SF,RB
00-0033280,2023,SF,RB
00-0027950,2012,MIN,QB
00-0027950,2013,MIN,QB
00-0027950,2014,MIN,QB
00-0038124,2022,GB,WR
00-0038124,2023,GB,WR
00-0030432,2013,SEA,RB
00-0030432,2014,SEA,RB
00-0030432,2015,DAL,RB
00-0030432,2016,SEA,RB
00-0030432,2018,IND,RB
00-0034766,2018,NYJ,TE
00-0034766,2019,NYJ,TE
00-0034766,2020,NYJ,TE
00-0034766,2021,MIN,TE
00-0036555,2021,CAR,RB
00-0036555,2022,CAR,RB
00-0036555,2023,CAR,RB
00-0030248,2013,HOU,RB
00-0030248,2015,BUF,RB
00-0027725,2012,PHI,TE
00-0027725,2013,JAX,TE
00-0027725,2014,JAX,TE
00-0027725,2015,JAX,TE
00-0027725,2016,DET,TE
00-0038582,2023,ARI,QB
00-0032256,2019,MIA,TE
00-0036360,2020,KC,RB
00-0036360,2021,KC,RB
00-0036360,2022,KC,RB
00-0036360,2023,KC,RB
00-0030290,2016,PIT,WR
00-0030290,2017,HOU,WR
00-0029697,2012,IND,TE
00-0029697,2013,IND,TE
00-0029697,2014,IND,TE
00-0029697,2015,IND,TE
00-0029697,2016,NO,TE
00-0029697,2017,NO,TE
00-0032795,2016,CIN,WR
00-0032795,2017,CIN,WR
00-0032795,2018,CIN,WR
00-0032795,2019,NYG,WR
00-0033386,2019,TEN,WR
00-0033386,2020,TEN,WR
00-0033386,2022,TEN,WR
00-0033104,2016,CLE,QB
00-0033104,2017,CLE,QB
00-0033104,2018,JAX,QB
00-0031344,2014,DEN,WR
00-0031344,2015,DEN,WR
00-0031344,2016,DEN,WR
00-0031344,2017,DEN,WR
00-0031344,2018,NYG,WR
00-0031344,2019,NYG,WR
00-0035164,2023,SEA,WR
00-0035891,2021,PIT,WR
00-0036244,2020,SEA,TE
00-0036244,2021,SEA,TE
00-0036244,2022,SEA,TE
00-0036244,2023,SEA,TE
00-0029000,2012,DAL,WR
00-0029000,2013,DAL,WR
00-0029000,2014,DAL,WR
00-0029000,2015,DAL,WR
00-0029000,2016,DAL,WR
00-0029000,2017,DAL,WR
00-0029000,2018,DAL,WR
00-0029000,2019,BUF,WR
00-0029000,2020,BUF,WR
00-0029000,2021,BUF,WR
00-0029000,2022,BUF,WR
00-0033315,2017,SF,TE
00-0036290,2020,CHI,TE
00-0036290,2021,CHI,TE
00-0036290,2022,CHI,TE
00-0036290,2023,CHI,TE
00-0037078,2022,WAS,TE
00-0037078,2023,WAS,TE
00-0032562,2016,DET,TE
00-0032562,2018,SF,TE
00-0027974,2012,SF,QB
00-0027974,2013,SF,QB
00-0027974,2014,SF,QB
00-0027974,2015,SF,QB
00-0027974,2016,SF,QB
00-0033720,2020,CAR,TE
00-0033720,2021,CAR,TE
00-0036254,2020,JAX,WR
00-0036254,2021,NYG,WR
00-0036254,2023,CHI,WR
00-0027688,2012,CLE,QB
00-0027688,2013,SF,QB
00-0027688,2014,WAS,QB
00-0027688,2015,WAS,QB
00-0027688,2018,WAS,QB
00-0027688,2019,WAS,QB
00-0027688,2020,NYG,QB
00-0027688,2021,ARI,QB
00-0027688,2022,ARI,QB
00-0038632,2023,TEN,WR
00-0031732,2016,CLE,TE
00-0037304,2022,PIT,TE
00-0037304,2023,PIT,TE
00-0033908,2017,LA,WR
00-0033908,2018,LA,WR
00-0033908,2019,LA,WR
00-0033908,2020,LA,WR
00-0033908,2021,LA,WR
00-0033908,2022,LA,WR
00-0033908,2023,LA,WR
00-0033662,2017,DAL,QB
00-0033662,2021,DAL,QB
00-0033662,2022,DAL,QB
00-0033662,2023,DAL,QB
00-0030578,2021,ATL,RB
00-0030578,2022,ATL,RB
00-0030578,2023,ATL,RB
00-0031118,2014,CAR,WR
00-0031118,2015,CAR,WR
00-0031118,2016,CAR,WR
00-0033725,2017,PHI,RB
00-0033725,2018,PHI,RB
00-0033725,2020,PHI,RB
00-0033725,2021,DAL,RB
00-0033725,2022,ARI,RB
00-0032966,2016,CLE,WR
00-0032966,2017,CLE,WR
00-0032966,2018,NYG,WR
00-0033871,2017,TEN,WR
00-0033871,2018,TEN,WR
00-0033871,2019,TEN,WR
00-0033871,2020,TEN,WR
00-0033871,2021,NYJ,WR
00-0033871,2022,NYJ,WR
00-0031731,2015,JAX,RB
00-0031731,2016,JAX,RB
00-0031731,2017,JAX,RB
00-0031731,2018,JAX,RB
00-0030897,2014,NYG,WR
00-0034348,2018,DEN,WR
00-0034348,2019,DEN,WR
00-0034348,2020,DEN,WR
00-0034348,2021,DEN,WR
00-0034348,2022,DEN,WR
00-0034348,2023,DEN,WR
00-0035567,2021,DET,RB
00-0035567,2022,DET,RB
00-0035567,2023,DET,RB
00-0026225,2012,TEN,TE
00-0026225,2013,TEN,TE
00-0026225,2014,TEN,TE
00-0026225,2015,TEN,TE
00-0030992,2014,BAL,TE
00-0030992,2015,BAL,TE
00-0030992,2016,BAL,TE
00-0033282,2017,CAR,WR
00-0033282,2018,CAR,WR
00-0033282,2019,CAR,WR
00-0033282,2020,CAR,WR
00-0033282,2021,WAS,WR
00-0033282,2022,WAS,WR
00-0033282,2023,WAS,WR
00-0033215,2019,TB,WR
00-0033215,2020,TB,WR
00-0033215,2021,TB,WR
00-0029298,2012,KC,RB
00-0029298,2013,KC,RB
00-0029298,2014,KC,RB
00-0036275,2020,DET,RB
00-0036275,2021,DET,RB
00-0036275,2022,DET,RB
00-0036275,2023,PHI,RB
00-0035628,2019,CLE,RB
00-0035628,2020,CLE,RB
00-0035628,2021,CLE,RB
00-0035628,2022,CLE,RB
00-0035628,2023,JAX,RB
00-0033925,2017,HOU,RB
00-0033925,2018,HOU,RB
00-0033925,2020,TEN,RB
00-0033925,2021,TEN,RB
00-0033925,2022,CAR,RB
00-0033925,2023,CHI,RB
00-0036620,2021,SEA,WR
00-0036620,2022,SEA,WR
00-0036620,2023,SEA,WR
00-0034777,2018,JAX,WR
00-0034777,2019,JAX,WR
00-0034777,2020,JAX,WR
00-0034777,2021,JAX,WR
00-0034777,2022,DET,WR
00-0034777,2023,CAR,WR
00-0032577,2016,NE,RB
00-0032577,2017,ARI,RB
00-0032577,2020,ARI,RB
00-0035045,2021,NYJ,WR
00-0035045,2023,IND,WR
00-0034827,2018,CAR,WR
00-0034827,2019,CAR,WR
00-0034827,2020,CAR,WR
00-0034827,2021,CAR,WR
00-0034827,2022,CAR,WR
00-0034827,2023,CHI,WR
00-0036527,2022,LV,WR
00-0028079,2012,GB,TE
00-0028079,2013,JAX,TE
00-0035640,2019,SEA,WR
00-0035640,2020,SEA,WR
00-0035640,2021,SEA,WR
00-0035640,2022,SEA,WR
00-0035640,2023,SEA,WR
00-0034256,2019,NYG,WR
00-0028159,2012,NYG,RB
00-0028159,2013,NYG,RB
00-0030043,2013,IND,WR
00-0034370,2018,DEN,WR
00-0034370,2019,DEN,WR
00-0034370,2020,DEN,WR
00-0033077,2016,DAL,QB
00-0033077,2017,DAL,QB
00-0033077,2018,DAL,QB
00-0033077,2019,DAL,QB
00-0033077,2020,DAL,QB
00-0033077,2021,DAL,QB
00-0033077,2022,DAL,QB
00-0033077,2023,DAL,QB
00-0022165,2012,TB,TE
00-0022165,2013,BAL,TE
00-0034351,2018,PHI,TE
00-0034351,2019,PHI,TE
00-0034351,2020,PHI,TE
00-0034351,2021,PHI,TE
00-0034351,2022,PHI,TE
00-0034351,2023,PHI,TE
00-0036225,2020,NE,TE
00-0038933,2023,BUF,TE
00-0034383,2018,DAL,TE
00-0034383,2019,DAL,TE
00-0034383,2020,DAL,TE
00-0034383,2021,DAL,TE
00-0034383,2022,DAL,TE
00-0034383,2023,HOU,TE
00-0033893,2017,MIN,RB
00-0033893,2018,MIN,RB
00-0033893,2019,MIN,RB
00-0033893,2020,MIN,RB
00-0033893,2021,MIN,RB
00-0033893,2022,MIN,RB
00-0033893,2023,NYJ,RB
00-0034654,2019,TEN,RB
00-0035448,2021,DEN,RB
00-0037258,2022,HOU,RB
00-0037258,2023,HOU,RB
00-0027893,2012,TEN,WR
00-0027893,2013,TEN,WR
00-0035657,2019,NE,RB
00-0035657,2020,NE,RB
00-0035657,2021,NE,RB
00-0035657,2022,NE,RB
00-0035657,2023,BUF,RB
00-0030874,2014,MIA,RB
00-0030874,2015,MIA,RB
00-0030874,2016,MIA,RB
00-0030874,2017,MIA,RB
00-0030874,2018,KC,RB
00-0030874,2019,KC,RB
00-0030874,2021,CHI,RB
00-0030874,2022,ATL,RB
00-0031868,2016,CAR,WR
00-0031868,2017,CAR,WR
00-0031868,2018,CAR,WR
00-0031868,2019,ARI,WR
00-0031868,2020,NE,WR
00-0031868,2021,CHI,WR
00-0031868,2022,ATL,WR
00-0034273,2018,CLE,WR
00-0034273,2019,CLE,WR
00-0034273,2020,NYG,WR
00-0035401,2019,CIN,WR
00-0034011,2018,NO,TE
00-0034011,2019,NO,TE
00-0034011,2020,ARI,TE
00-0034011,2021,JAX,TE
00-0034011,2022,JAX,TE
00-0029588,2012,CIN,RB
00-0029588,2013,IND,RB
00-0029588,2014,IND,RB
00-0029588,2015,BUF,RB
00-0023578,2012,TB,QB
00-0023578,2015,DET,QB
00-0038115,2022,NYG,TE
00-0038115,2023,NYG,TE
00-0032801,2016,CHI,WR
00-0032098,2016,CHI,TE
00-0032098,2017,CHI,TE
00-0032098,2019,NYJ,TE
00-0032098,2020,NYJ,TE
00-0032098,2021,NYJ,TE
00-0035428,2021,LV,TE
00-0035710,2019,NYG,QB
00-0035710,2020,NYG,QB
00-0035710,2021,NYG,QB
00-0035710,2022,NYG,QB
00-0035710,2023,NYG,QB
00-0032804,2016,NO,RB
00-0028000,2012,MIA,RB
00-0028000,2013,MIA,RB
00-0028000,2014,MIA,RB
00-0026035,2013,NE,WR
00-0026035,2014,NE,WR
00-0026035,2015,NE,WR
00-0026035,2016,NE,WR
00-0026035,2017,NE,WR
00-0026035,2018,MIA,WR
00-0026035,2019,DET,WR
00-0026035,2020,DET,WR
00-0026035,2021,HOU,WR
00-0037828,2022,SF,WR
00-0026019,2012,NE,RB
00-0026019,2017,BAL,RB
00-0034860,2018,SF,WR
00-0034860,2019,SF,WR
00-0034860,2020,SF,WR
00-0034860,2021,NYG,WR
00-0034860,2022,CHI,WR
00-0025542,2013,CHI,TE
00-0025542,2014,CHI,TE
00-0033854,2019,TB,RB
00-0033854,2020,JAX,RB
00-0033854,2021,JAX,RB
00-0033854,2022,HOU,RB
00-0033854,2023,HOU,RB
00-0037093,2022,SEA,WR
00-0031972,2015,CLE,WR
00-0031972,2018,TEN,WR
00-0031972,2019,TEN,WR
00-0035535,2019,NYG,WR
00-0035535,2020,NYG,WR
00-0035535,2021,NYG,WR
00-0035535,2022,NYG,WR
00-0035535,2023,NYG,WR
00-0036309,2020,CHI,WR
00-0036309,2021,CHI,WR
00-0036309,2022,CHI,WR
00-0036309,2023,CHI,WR
00-0038558,2023,PIT,TE
00-0034301,2018,KC,RB
00-0034301,2019,KC,RB
00-0034301,2020,KC,RB
00-0034301,2021,KC,RB
00-0034301,2022,ARI,RB
00-0033258,2017,IND,TE
00-0033258,2018,SEA,TE
00-0033258,2019,ARI,TE
00-0033258,2020,ARI,TE
00-0033258,2021,ARI,TE
00-0035664,2019,LA,RB
00-0035664,2020,LA,RB
00-0035664,2021,LA,RB
00-0035664,2022,LA,RB
00-0035664,2023,LA,RB
00-0029738,2014,ARI,TE
00-0029738,2015,ARI,TE
00-0029738,2016,ARI,TE
00-0029738,2017,DET,TE
00-0029738,2018,CLE,TE
00-0029738,2019,HOU,TE
00-0029738,2020,HOU,TE
00-0029738,2021,DET,TE
00-0026144,2015,DAL,RB
00-0026144,2016,DAL,RB
00-0026144,2017,DAL,RB
00-0023564,2012,NO,RB
00-0023564,2013,NO,RB
00-0023564,2014,PHI,RB
00-0023564,2015,PHI,RB
00-0023564,2016,PHI,RB
00-0023564,2017,PHI,RB
00-0023564,2018,PHI,RB
00-0023564,2019,PHI,RB
00-0031610,2016,BAL,TE
00-0031610,2020,LV,TE
00-0031610,2021,LV,TE
00-0031610,2022,LV,TE
00-0031610,2023,NYG,TE
00-0031123,2014,CAR,RB
00-0026983,2013,IND,WR
00-0026983,2014,PIT,WR
00-0026983,2015,PIT,WR
00-0026983,2016,PIT,WR
00-0026983,2017,PIT,WR
00-0026983,2018,PIT,WR
00-0035181,2019,GB,WR
00-0035181,2020,GB,WR
00-0036297,2020,TEN,RB
00-0036297,2022,CHI,RB
00-0036297,2023,CHI,RB
00-0034710,2018,WAS,WR
00-0035148,2019,KC,RB
00-0035148,2020,KC,RB
00-0029612,2016,PIT,RB
00-0034395,2020,IND,WR
00-0031381,2014,GB,WR
00-0031381,2015,GB,WR
00-0031381,2016,GB,WR
00-0031381,2017,GB,WR
00-0031381,2018,GB,WR
00-0031381,2019,GB,WR
00-0031381,2020,GB,WR
00-0031381,2021,GB,WR
00-0031381,2022,LV,WR
00-0031381,2023,LV,WR
00-0037257,2022,CLE,WR
00-0037257,2023,CLE,WR
00-0035040,2019,DET,QB
00-0035040,2020,DET,QB
00-0035040,2021,DET,QB
00-0035040,2022,ARI,QB
00-0020608,2012,NYG,QB
00-0032133,2015,TEN,RB
00-0031076,2016,CHI,QB
00-0031076,2017,MIA,QB
00-0031076,2019,NYJ,QB
00-0030711,2017,TEN,RB
00-0030711,2018,TEN,RB
00-0032634,2018,JAX,TE
00-0026957,2013,PIT,TE
00-0032187,2015,ARI,RB
00-0032187,2016,ARI,RB
00-0026957,2016,PIT,TE
00-0032187,2017,ARI,RB
00-0032187,2018,ARI,RB
00-0032187,2019,ARI,RB
00-0032187,2020,HOU,RB
00-0032187,2021,HOU,RB
00-0032187,2022,NO,RB
00-0035685,2019,CHI,RB
00-0035685,2020,CHI,RB
00-0035685,2021,CHI,RB
00-0035685,2022,CHI,RB
00-0035685,2023,DET,RB
00-0033589,2018,SEA,WR
00-0033589,2019,SEA,WR
00-0033589,2020,SEA,WR
00-0033589,2021,DEN,WR
00-0032430,2016,MIN,TE
00-0032430,2017,MIN,TE
00-0032430,2018,MIN,TE
00-0027322,2012,BUF,WR
00-0027322,2013,NYJ,WR
00-0027322,2014,NYJ,WR
00-0033885,2017,CLE,TE
00-0033885,2018,CLE,TE
00-0033885,2019,CLE,TE
00-0033885,2020,CLE,TE
00-0033885,2021,CLE,TE
00-0033885,2022,CLE,TE
00-0033885,2023,CLE,TE
00-0035359,2022,NYG,WR
00-0024301,2012,NO,TE
00-0034575,2023,TB,TE
00-0034427,2018,JAX,RB
00-0029251,2012,NYG,RB
00-0029251,2013,NYG,RB
00-0035101,2021,HOU,WR
00-0039074,2023,LA,TE
00-0036898,2021,HOU,QB
00-0036898,2022,HOU,QB
00-0036898,2023,HOU,QB
00-0033550,2022,NYG,QB
00-0026000,2012,MIA,WR
00-0026000,2013,CLE,WR
00-0035689,2019,BUF,TE
00-0035689,2020,BUF,TE
00-0035689,2021,BUF,TE
00-0035689,2022,BUF,TE
00-0035689,2023,BUF,TE
00-0036671,2021,WAS,WR
00-0036671,2022,WAS,WR
00-0033581,2017,DEN,RB
00-0033581,2018,NYJ,RB
00-0031060,2015,KC,WR
00-0031060,2016,KC,WR
00-0031060,2017,KC,WR
00-0031060,2018,KC,WR
00-0031060,2019,BAL,WR
00-0034201,2018,BAL,RB
00-0034201,2019,MIA,RB
00-0033413,2017,MIA,RB
00-0031763,2018,HOU,WR
00-0031763,2019,HOU,WR
00-0031763,2020,HOU,WR
00-0031763,2021,WAS,WR
00-0031763,2022,LAC,WR
00-0031763,2023,LV,WR
00-0030564,2013,HOU,WR
00-0030564,2014,HOU,WR
00-0030564,2015,HOU,WR
00-0030564,2016,HOU,WR
00-0030564,2017,HOU,WR
00-0030564,2018,HOU,WR
00-0030564,2019,HOU,WR
00-0030564,2020,ARI,WR
00-0030564,2021,ARI,WR
00-0030564,2022,ARI,WR
00-0030564,2023,TEN,WR
00-0032940,2020,MIA,RB
00-0031511,2015,SF,WR
00-0031511,2017,HOU,WR
00-0031511,2019,CAR,WR
00-0024242,2012,CAR,RB
00-0024242,2013,CAR,RB
00-0024242,2014,CAR,RB
00-0024242,2015,PIT,RB
00-0024242,2016,PIT,RB
00-0028009,2012,DAL,RB
00-0028009,2013,DAL,RB
00-0028009,2014,DAL,RB
00-0028009,2015,PHI,RB
00-0028009,2016,TEN,RB
00-0028009,2017,TEN,RB
00-0026189,2012,PHI,WR
00-0026189,2013,PHI,WR
00-0026189,2014,WAS,WR
00-0026189,2015,WAS,WR
00-0026189,2016,WAS,WR
00-0026189,2017,TB,WR
00-0026189,2018,TB,WR
00-0026189,2019,PHI,WR
00-0026189,2020,PHI,WR
00-0026189,2021,LA,WR
00-0026189,2022,BAL,WR
00-0033899,2017,CLE,QB
00-0033899,2018,GB,QB
00-0031547,2015,MIA,WR
00-0031547,2016,MIA,WR
00-0031547,2017,MIA,WR
00-0031547,2018,MIA,WR
00-0031547,2019,MIA,WR
00-0031547,2020,MIA,WR
00-0031547,2021,MIA,WR
00-0031547,2022,NE,WR
00-0031547,2023,NE,WR
00-0029673,2012,HOU,WR
00-0029673,2013,HOU,WR
00-0029673,2014,HOU,WR
00-0036912,2021,PHI,WR
00-0036912,2022,PHI,WR
00-0036912,2023,PHI,WR
00-0033839,2017,JAX,WR
00-0033839,2018,JAX,WR
00-0033839,2019,JAX,WR
00-0033839,2020,JAX,WR
00-0033839,2021,MIN,WR
00-0036425,2020,SEA,RB
00-0036425,2021,SEA,RB
00-0036425,2022,SEA,RB
00-0036425,2023,SEA,RB
00-0035719,2019,SF,WR
00-0035719,2020,SF,WR
00-0035719,2021,SF,WR
00-0035719,2022,SF,WR
00-0035719,2023,SF,WR
00-0021192,2012,NE,WR
00-0027779,2013,HOU,RB
00-0024389,2012,SF,TE
00-0024389,2013,TEN,TE
00-0024389,2014,TEN,TE
00-0024389,2015,TEN,TE
00-0024389,2016,TEN,TE
00-0024389,2017,TEN,TE
00-0024389,2018,TEN,TE
00-0024389,2019,TEN,TE
00-0028057,2012,IND,RB
00-0032365,2016,PIT,WR
00-0032775,2017,KC,WR
00-0032775,2018,KC,WR
00-0032775,2019,KC,WR
00-0032775,2020,KC,WR
00-0032775,2021,KC,WR
00-0032775,2022,BAL,WR
00-0032775,2023,LA,WR
00-0038621,2023,NE,WR
00-0027874,2012,DEN,WR
00-0027874,2013,DEN,WR
00-0027874,2014,DEN,WR
00-0027874,2015,DEN,WR
00-0027874,2016,DEN,WR
00-0027874,2017,DEN,WR
00-0027874,2018,DEN,WR
00-0027874,2019,NYJ,WR
00-0036654,2021,CLE,RB
00-0036654,2022,CLE,RB
00-0030155,2014,KC,TE
00-0030155,2015,KC,TE
00-0030155,2016,KC,TE
00-0030155,2017,KC,TE
00-0030155,2018,KC,TE
00-0030155,2019,CLE,TE
00-0030155,2020,CHI,TE
00-0030155,2021,ARI,TE
00-0030547,2014,JAX,RB
00-0030547,2015,JAX,RB
00-0030547,2016,JAX,RB
00-0037570,2022,DAL,WR
00-0027714,2012,BAL,TE
00-0027714,2013,BAL,TE
00-0027714,2014,BAL,TE
00-0027714,2016,BAL,TE
00-0036255,2020,NYJ,WR
00-0036255,2021,NYJ,WR
00-0036255,2022,NYJ,WR
00-0034406,2019,IND,WR
00-0036493,2021,IND,RB
00-0036493,2022,IND,RB
00-0036493,2023,NYG,RB
00-0034319,2019,KC,TE
00-0034319,2020,KC,TE
00-0034653,2018,NYJ,WR
00-0034653,2019,PHI,WR
00-0035215,2019,NO,WR
00-0035215,2020,NO,WR
00-0035215,2021,NO,WR
00-0035215,2022,NO,WR
00-0035215,2023,BUF,WR
00-0029388,2012,BAL,WR
00-0029388,2013,BAL,WR
00-0029388,2015,CHI,WR
00-0029388,2016,CHI,WR
00-0029388,2017,BUF,WR
00-0029388,2018,DAL,WR
00-0023645,2012,CAR,QB
00-0023645,2013,CAR,QB
00-0023645,2014,CAR,QB
00-0023645,2015,CAR,QB
00-0023645,2016,CAR,QB
00-0023645,2017,CAR,QB
00-0023645,2018,BUF,QB
00-0031280,2020,LV,QB
00-0031280,2021,LV,QB
00-0031280,2022,LV,QB
00-0031280,2023,NO,QB
00-0029119,2014,SF,TE
00-0029119,2015,WAS,TE
00-0029119,2016,WAS,TE
00-0029119,2017,LA,TE
00-0029119,2020,LV,TE
00-0029119,2021,LV,TE
00-0038573,2023,LAC,WR
00-0035715,2021,KC,RB
00-0035715,2023,WAS,RB
00-0032764,2016,TEN,RB
00-0032764,2017,TEN,RB
00-0032764,2018,TEN,RB
00-0032764,2019,TEN,RB
00-0032764,2020,TEN,RB
00-0032764,2021,TEN,RB
00-0032764,2022,TEN,RB
00-0032764,2023,TEN,RB
00-0034258,2018,CLE,WR
00-0034358,2019,WAS,RB
00-0033537,2017,HOU,QB
00-0033537,2018,HOU,QB
00-0033537,2019,HOU,QB
00-0033537,2020,HOU,QB
00-0033537,2022,CLE,QB
00-0033537,2023,CLE,QB
00-0038122,2022,ATL,QB
00-0038122,2023,ATL,QB
00-0034565,2018,LAC,RB
00-0038622,2023,DAL,RB
00-0033304,2017,GB,RB
00-0037487,2023,TB,WR
00-0022929,2012,NO,WR
00-0024447,2012,MIN,WR
00-0036194,2020,NE,TE
00-0036194,2022,CIN,TE
00-0036331,2020,BAL,WR
00-0036331,2021,BAL,WR
00-0036331,2022,BAL,WR
00-0036331,2023,BAL,WR
00-0024272,2012,CHI,WR
00-0024272,2014,ATL,WR
00-0035250,2019,BUF,RB
00-0035250,2020,BUF,RB
00-0035250,2021,BUF,RB
00-0035250,2022,BUF,RB
00-0035250,2023,HOU,RB
00-0031934,2015,NYJ,WR
00-0031934,2016,NYJ,WR
00-0031934,2019,DAL,WR
00-0031310,2014,DAL,WR
00-0031310,2015,DAL,WR
00-0031310,2016,IND,WR
00-0035184,2019,JAX,RB
00-0035184,2020,JAX,RB
00-0035577,2019,PIT,QB
